station,lat,lon,elev_m,grav_mean,grav_dc,grav_rel,FAC,FAA,instrument,n,grav_std,datetime_mid,easting,northing,station_m,elevation_m,gravity_tied_mgal,free_air_correction_mgal,reference_elevation_m,obs_height_used_m,harmonica_gz_mgal,gravity_free_air_only_mgal,harmonica_gz_relative_mgal,corrected_add_rel_mgal,corrected_subtract_rel_mgal,gravity_harmonica_lidar_corrected_mgal,dem_x,dem_y,dem_x_fixed_line,dem_y_fixed_line,dem_elevation_m_raw_fixed_line,dem_elevation_m_fixed,gps_minus_dem_fixed_m,elevation_m_original,elevation_m_fixed_dem,height_above_reference_m,bouguer_correction_mgal,gravity_simple_bouguer_corrected_mgal,elev_m_original
12.0,40.4788,-106.8355,2111.0974,3892.0,3892.0004,0.1982,0.35659274,651.4775,41422,3,0.0026,2026-05-27 13:37:35.666666,344417.93971805216,4482519.5518337395,12.0,2111.0974,0.1982,0.35659274,2110.795996875,2111.3474,-1.4720147786557254,0.55479274,0.0375288736435162,0.5923216136435162,0.5172638663564838,0.5172638663564838,2628495.80798566,1420064.8401613522,2628484.762914567,1420057.1991371063,2123.6606,2111.0974,-0.665412109375211,2110.432,2111.0974,1.1555176,0.12936378,0.4254289693355559,2111.0974
12.5,40.4788,-106.8355,2111.058,3892.0568,3892.0575,0.2553,0.3444627,651.5269,41422,5,0.0019,2026-05-27 14:32:05.400000,344417.93971805216,4482519.5518337395,12.5,2111.058,0.2553,0.3444627,2110.795996875,2111.308,-1.4796837363430813,0.5997627000000001,0.029859915956160332,0.6296226159561604,0.5699027840438398,0.5699027840438398,2628495.80798566,1420064.8401613522,2628484.2858042326,1420058.5075550668,2123.6213,2111.058,-0.6511054687498472,2110.407,2111.058,1.1162109,0.124963276,0.4747994166493416,2111.058
13.0,40.4788,-106.8355,2110.9927,3892.0173,3892.0178,0.2156,0.3242711,651.5572,41422,3,0.0012,2026-05-27 13:42:04.666666,344417.93971805216,4482519.5518337395,13.0,2110.9927,0.2156,0.3242711,2110.795996875,2111.2427,-1.4923963306520482,0.5398711,0.017147321647193348,0.5570184216471934,0.5227237783528067,0.5227237783528067,2628495.80798566,1420064.8401613522,2628483.808693898,1420059.8159730271,2123.556,2110.9927,-0.3586757812499854,2110.634,2110.9927,1.0507812,0.11763822,0.4222328898072243,2110.9927
13.5,40.4788,-106.8355,2110.9175,3892.0603,3892.061,0.2588,0.30106583,651.4841,41422,3,0.0012,2026-05-27 14:23:23.666666,344417.93971805216,4482519.5518337395,13.5,2110.9175,0.2588,0.30106583,2110.795996875,2111.1675,-1.507039913642072,0.5598658299999999,0.002503738657169574,0.5623695686571695,0.5573620913428303,0.5573620913428303,2628495.80798566,1420064.8401613522,2628483.331583564,1420061.1243909874,2123.4807,2110.9175,-0.6604804687499382,2110.257,2110.9175,0.97558594,0.10921987,0.4506459609150886,2110.9175
14.0,40.4788,-106.8355,2110.867,3892.033,3892.0335,0.2313,0.28547007,651.846,41422,3,0.001,2026-05-27 13:46:13.666666,344417.93971805216,4482519.5518337395,14.0,2110.867,0.2313,0.28547007,2110.795996875,2111.117,-1.5168759001845258,0.51677007,-0.007332247885284193,0.5094378221147158,0.5241023178852842,0.5241023178852842,2628495.80798566,1420064.8401613522,2628482.854473229,1420062.4328089475,2123.4302,2110.867,0.6520566406247781,2111.519,2110.867,0.9250488,0.10356209,0.4132079816341401,2110.867
14.5,40.4788,-106.8355,2110.824,3892.0575,3892.0581,0.2559,0.2722099,651.9,41422,10,0.0106,2026-05-27 14:09:04.300000,344417.93971805216,4482519.5518337395,14.5,2110.824,0.2559,0.2722099,2110.795996875,2111.074,-1.5252524881784169,0.5281099,-0.015708835879175265,0.5124010641208248,0.5438187358791753,0.5438187358791753,2628495.80798566,1420064.8401613522,2628482.377362895,1420063.741226908,2123.3872,2110.824,0.7900253906250327,2111.614,2110.824,0.8820801,0.098751605,0.4293583079814911,2110.824
15.0,40.4788,-106.8355,2110.7878,3892.0637,3892.0641,0.262,0.26105934,651.8397,41422,3,0.0006,2026-05-27 13:50:07.666666,344417.93971805216,4482519.5518337395,15.0,2110.7878,0.262,0.26105934,2110.795996875,2111.0378,-1.5323053985883237,0.52305934,-0.02276174628908212,0.5002975937109179,0.5458210862890821,0.5458210862890821,2628495.80798566,1420064.8401613522,2628481.90025256,1420065.0496448684,2123.351,2110.7878,0.6111582031248872,2111.399,2110.7878,0.84594727,0.09470642,0.4283529202342033,2110.7878
15.0,40.4788,-106.8355,2110.7878,3705.312,3892.0641,0.262,0.26105934,651.8397,40353,8,0.0125,2026-05-27 12:37:40.625000,344417.93971805216,4482519.5518337395,15.0,2110.7878,0.262,0.26105934,2110.795996875,2111.0378,-1.5323053985883237,0.52305934,-0.02276174628908212,0.5002975937109179,0.5458210862890821,0.5458210862890821,2628495.80798566,1420064.8401613522,2628481.90025256,1420065.0496448684,2123.351,2110.7878,0.6111582031248872,2111.399,2110.7878,0.84594727,0.09470642,0.4283529202342033,2110.7878
15.5,40.4788,-106.8355,2110.751,3705.3897,3892.1765,0.3743,0.24968272,651.8749,40353,3,0.004,2026-05-27 14:11:41.666666,344417.93971805216,4482519.5518337395,15.5,2110.751,0.3743,0.24968272,2110.795996875,2111.001,-1.5394761375648962,0.62398272,-0.029932485265654618,0.5940502347343454,0.6539152052656546,0.6539152052656546,2628495.80798566,1420064.8401613522,2628481.423142226,1420066.3580628284,2123.3142,2110.751,0.3980234374998872,2111.149,2110.751,0.80908203,0.09057924,0.5334034829616547,2110.751
17.0,40.4788,-106.8355,2110.6453,3705.3593,3892.1148,0.3126,0.21705972,651.7126,40353,3,0.0025,2026-05-27 12:46:43.666666,344417.93971805216,4482519.5518337395,17.0,2110.6453,0.3126,0.21705972,2110.795996875,2110.8953,-1.5600777366096978,0.52965972,-0.05053408431045625,0.4791256356895437,0.5801938043104562,0.5801938043104562,2628495.80798566,1420064.8401613522,2628479.991811223,1420070.283316709,2123.2085,2110.6453,0.1777363281248654,2110.823,2110.6453,0.70336914,0.07874436,0.4509153572678566,2110.6453
