"CL"|Yes|"79600165"|"147324060"
"CH"|No |"79600165"|"147324061"
"GC"|No |"79600165"|"147324062"
"CL"|Yes|"79600170"|"147324071"
"CH"|No |"79600170"|"147324072"
"CH"|Yes|"79600167"|"147324064"
"CL"|No |"79600167"|"147324065"
"CH"|No |"79600171"|"147324074"
"CL"|Yes|"79600171"|"147324073"
"SC"|Yes|"79600169"|"147324068"
"CL"|No |"79600169"|"147324069"
"GC-GM"|No |"79600169"|"147324070"
"CH"|Yes|"79600172"|"147324075"
"CL"|No |"79600172"|"147324076"
"GC"|Yes|"79600168"|"147324066"
"GC-GM"|No |"79600168"|"147324067"
"GC"|Yes|"79600176"|"147324083"
"CH"|Yes|"79600174"|"147324078"
"GC"|No |"79600174"|"147324079"
"CL"|Yes|"79600175"|"147324080"
"CH"|No |"79600175"|"147324081"
"GC"|No |"79600175"|"147324082"
"CL"|Yes|"79600173"|"147324077"
"CL"|Yes|"79600179"|"147324089"
"CH"|No |"79600179"|"147324090"
"CL"|Yes|"79600180"|"147324091"
"CH"|No |"79600180"|"147324092"
"CH"|Yes|"79600181"|"147324093"
"CL"|No |"79600181"|"147324094"
"CH"|Yes|"79600177"|"147324084"
"CL"|No |"79600177"|"147324085"
"GC"|Yes|"79600178"|"147324086"
"CL"|No |"79600178"|"147324087"
"GC-GM"|No |"79600178"|"147324088"
"SC"|Yes|"79600182"|"147324095"
"CL"|No |"79600182"|"147324096"
"GC-GM"|No |"79600182"|"147324097"
"SC"|Yes|"79600184"|"147324098"
"GC-GM"|No |"79600184"|"147324099"
"SC"|Yes|"79600185"|"147324100"
"GC-GM"|No |"79600185"|"147324101"
"OH"|Yes|"79600186"|"147324104"
"SM"|No |"79600186"|"147324103"
"MH"|No |"79600186"|"147324102"
"PT"|Yes|"79600188"|"147324107"
"GP-GM"|Yes|"79600190"|"147324110"
"GC-GM"|No |"79600190"|"147324111"
"GP"|No |"79600190"|"147324112"
"SC"|Yes|"79600189"|"147324108"
"CL"|No |"79600189"|"147324109"
"SM"|Yes|"79600187"|"147324105"
"CL"|No |"79600187"|"147324106"
"MH"|No |"79600192"|"147324114"
"CL"|No |"79600192"|"147324115"
"ML"|Yes|"79600192"|"147324116"
"SC-SM"|Yes|"79600194"|"147324119"
"SM"|No |"79600194"|"147324120"
"GP"|Yes|"79600195"|"147324121"
"GP-GC"|No |"79600195"|"147324122"
"PT"|Yes|"79600191"|"147324113"
"CL"|Yes|"79600193"|"147324117"
"SC-SM"|No |"79600193"|"147324118"
"CH"|No |"79600936"|"147325460"
"GC"|No |"79600936"|"147325461"
"CL"|Yes|"79600936"|"147325462"
"CL"|Yes|"79600934"|"147325457"
"GC"|No |"79600935"|"147325458"
"CH"|Yes|"79600935"|"147325459"
"GC"|Yes|"79600937"|"147325463"
"CL"|Yes|"79600939"|"147325466"
"ML"|No |"79600939"|"147325467"
"CL"|No |"79600940"|"147325468"
"CH"|Yes|"79600940"|"147325469"
"CH"|Yes|"79600942"|"147325471"
"CL"|No |"79600942"|"147325472"
"CH"|Yes|"79600938"|"147325464"
"CL"|No |"79600938"|"147325465"
"CL"|Yes|"79600941"|"147325470"
"CL"|No |"79601692"|"147326842"
"CH"|Yes|"79601692"|"147326843"
"CH"|Yes|"79601693"|"147326844"
"CL"|No |"79601693"|"147326845"
"CH"|Yes|"79601691"|"147326841"
"CH"|Yes|"79601694"|"147326846"
"CL"|No |"79601694"|"147326847"
"CL"|No |"79600932"|"147325452"
"SC"|Yes|"79600932"|"147325453"
"CL"|No |"79600930"|"147325449"
"SM"|Yes|"79600930"|"147325450"
"PT"|Yes|"79600931"|"147325451"
"GP"|No |"79600933"|"147325456"
"GC-GM"|No |"79600933"|"147325455"
"GP-GM"|Yes|"79600933"|"147325454"
"MH"|No |"79600929"|"147325446"
"SM"|No |"79600929"|"147325447"
"OH"|Yes|"79600929"|"147325448"
"CH"|Yes|"79600196"|"147324123"
"CH"|Yes|"79600197"|"147324124"
"CL"|No |"79600197"|"147324125"
"CH"|Yes|"79600198"|"147324126"
"CL"|No |"79600198"|"147324127"
"CL"|No |"79600199"|"147324128"
"CH"|Yes|"79600199"|"147324129"
"CH"|No |"79600205"|"147324136"
"CL"|Yes|"79600205"|"147324137"
"CL"|Yes|"79600207"|"147324139"
"CH"|No |"79600207"|"147324140"
